instruction,count,true_0,pred_0,true_1,pred_1,accuracy,precision,recall,f1_score,epoch 
56,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
57,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
58,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
59,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
60,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
61,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
62,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
63,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
64,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
65,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
66,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
67,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
68,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
69,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
70,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
71,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
72,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,76
73,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,76
74,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,76
75,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
76,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
77,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
78,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
79,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
80,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
81,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,76
82,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
83,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
84,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
85,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
86,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
87,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
88,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
89,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
90,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
91,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
92,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
93,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
94,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
95,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
96,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,76
97,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
98,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
99,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
100,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
101,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
102,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,76
103,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
104,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
105,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
106,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
107,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
108,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
109,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
110,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
111,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
112,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
113,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
114,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
115,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
116,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
117,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
118,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
119,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
120,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
121,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
122,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
123,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
124,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
125,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
126,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
127,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
128,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
129,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
130,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
131,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
132,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
193,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
195,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
199,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
206,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
207,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
209,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,76
210,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
211,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
212,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
215,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
216,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
217,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
222,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
223,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
224,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
225,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
226,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
227,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
228,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
231,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
239,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
240,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
241,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
242,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
244,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
248,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
250,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
251,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
255,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
256,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
258,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
259,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
260,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
263,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
267,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
273,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
278,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
282,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
283,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
284,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
285,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
287,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
291,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
292,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
294,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
295,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
296,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
297,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
298,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
299,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
300,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
301,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
302,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
303,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
304,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
305,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
306,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
307,20.0,20.0,20.0,0.0,0.0,1.0,,,,76
model,20.0,19.54,19.53,0.46,0.47,1.0,0.15,0.15,0.15,76
0,20.0,8.0,8.0,12.0,12.0,1.0,1.0,1.0,1.0,77
1,20.0,11.0,11.0,9.0,9.0,1.0,1.0,1.0,1.0,77
2,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,77
3,20.0,13.0,14.0,7.0,6.0,0.95,1.0,0.86,0.92,77
4,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
5,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
6,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
7,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,77
8,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
9,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
10,20.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,77
11,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,77
12,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
13,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
14,20.0,15.0,15.0,5.0,5.0,1.0,1.0,1.0,1.0,77
15,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
16,20.0,19.0,17.0,1.0,3.0,0.9,0.33,1.0,0.5,77
17,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
18,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
19,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
20,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
21,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
22,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
23,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
25,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
26,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
27,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
28,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
29,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,77
30,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
31,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
32,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
33,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
34,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
35,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,77
36,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
37,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
38,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
39,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
40,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,77
41,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,77
42,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
43,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,77
44,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
45,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
46,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
47,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
48,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
49,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
50,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
51,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
52,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
53,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
54,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
55,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
56,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
57,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
58,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
59,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
60,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
61,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
62,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
63,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
64,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
65,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
66,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
67,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
68,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
69,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
70,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
71,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
72,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
73,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
74,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
75,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
76,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
77,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
78,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
79,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
80,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
81,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
82,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
83,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
84,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
85,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
86,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
87,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
88,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
89,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
90,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
91,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
92,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
93,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
94,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
95,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
96,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
97,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
98,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
99,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
100,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
101,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
102,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
103,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
104,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
105,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
106,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
107,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
108,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
109,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
110,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
111,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
112,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
113,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
114,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
115,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
116,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
117,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
118,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
119,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
120,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
121,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
122,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
123,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
124,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
125,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
126,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
127,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
128,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
129,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
130,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
131,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
132,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
193,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
195,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
199,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
206,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
207,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
209,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
210,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
211,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
212,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
215,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
216,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
217,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
222,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
223,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
224,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,77
225,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
226,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
227,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
228,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
231,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
239,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
240,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
241,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
242,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
244,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
248,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
250,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
251,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
255,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
256,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
258,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
259,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
260,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
263,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
267,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
273,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
278,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
282,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
283,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
284,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
285,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
287,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
291,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
292,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
294,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
295,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
296,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
297,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
298,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
299,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
300,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
301,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
302,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
303,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
304,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
305,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
306,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
307,20.0,20.0,20.0,0.0,0.0,1.0,,,,77
model,20.0,19.58,19.58,0.42,0.42,1.0,0.15,0.16,0.15,77
0,20.0,8.0,9.0,12.0,11.0,0.95,1.0,0.92,0.96,78
1,20.0,7.0,8.0,13.0,12.0,0.95,1.0,0.92,0.96,78
2,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,78
3,20.0,13.0,13.0,7.0,7.0,1.0,1.0,1.0,1.0,78
4,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,78
5,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
6,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
7,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,78
8,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
9,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
10,20.0,14.0,14.0,6.0,6.0,1.0,1.0,1.0,1.0,78
11,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,78
12,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,78
13,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
14,20.0,13.0,13.0,7.0,7.0,1.0,1.0,1.0,1.0,78
15,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
16,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,78
17,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
18,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
19,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,78
20,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
21,20.0,15.0,15.0,5.0,5.0,1.0,1.0,1.0,1.0,78
22,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,78
23,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
24,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
25,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
26,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,78
27,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,78
28,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
29,20.0,16.0,16.0,4.0,4.0,1.0,1.0,1.0,1.0,78
30,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
31,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
32,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
33,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
34,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,78
35,20.0,14.0,14.0,6.0,6.0,1.0,1.0,1.0,1.0,78
36,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,78
37,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
38,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
39,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
40,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,78
41,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,78
42,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
43,20.0,17.0,17.0,3.0,3.0,1.0,1.0,1.0,1.0,78
44,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
45,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,78
46,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,78
47,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
48,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
49,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
50,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
51,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
52,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
53,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
54,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
55,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,78
56,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
57,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,78
58,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
59,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,78
60,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
61,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
62,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
63,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
64,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
65,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
66,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
67,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
68,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
69,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
70,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
71,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
72,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,78
73,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,78
74,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,78
75,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
76,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
77,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
78,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
79,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
80,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
81,20.0,20.0,19.0,0.0,1.0,0.95,0.0,,,78
82,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
83,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
84,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
85,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
86,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
87,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
88,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
89,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
90,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,78
91,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
92,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
93,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
94,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
95,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,78
96,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
97,20.0,20.0,20.0,0.0,0.0,1.0,,,,78
98,20.0,19.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,78
99,20.0,18.0,18.0,2.0,2.0,1.0,1.0,1.0,1.0,78
